Vardas Pavarde ND1 ND2 ND3 ND4 ND5 Egzaminas
Vardas42 Pavarde42 1 5 6 2 9 1
Vardas43 Pavarde43 10 2 10 9 1 8
Vardas44 Pavarde44 6 5 5 10 9 8
Vardas45 Pavarde45 1 2 7 2 1 9
Vardas46 Pavarde46 10 4 3 2 4 6
Vardas47 Pavarde47 10 9 6 10 8 7
Vardas48 Pavarde48 7 6 2 10 9 4
Vardas49 Pavarde49 1 2 2 10 9 1
Vardas50 Pavarde50 5 5 9 10 4 5
Vardas51 Pavarde51 1 9 5 8 3 6
Vardas52 Pavarde52 9 8 9 4 9 2
Vardas53 Pavarde53 3 7 7 8 4 3
Vardas54 Pavarde54 7 1 4 3 2 10
Vardas55 Pavarde55 7 10 5 3 7 9
Vardas56 Pavarde56 8 1 6 1 9 9
Vardas57 Pavarde57 3 9 4 6 1 1
Vardas58 Pavarde58 5 7 4 10 8 2
Vardas59 Pavarde59 4 7 1 7 4 3
Vardas60 Pavarde60 1 8 8 6 1 4
Vardas61 Pavarde61 1 7 2 10 7 8
Vardas62 Pavarde62 7 2 8 9 5 5
Vardas63 Pavarde63 10 1 1 3 8 5
Vardas64 Pavarde64 6 8 3 3 9 10
Vardas65 Pavarde65 8 1 8 4 1 2
Vardas66 Pavarde66 2 8 9 10 6 5
Vardas67 Pavarde67 10 6 1 7 4 7
Vardas68 Pavarde68 4 6 3 7 8 3
Vardas69 Pavarde69 2 8 10 4 10 4
Vardas70 Pavarde70 1 8 8 2 2 6
Vardas71 Pavarde71 1 4 2 7 7 7
Vardas72 Pavarde72 7 10 6 7 4 3
Vardas73 Pavarde73 5 10 5 7 10 4
Vardas74 Pavarde74 8 2 4 5 2 3
Vardas75 Pavarde75 2 9 9 5 9 8
Vardas76 Pavarde76 7 8 4 5 7 10
Vardas77 Pavarde77 5 8 9 6 10 8
Vardas78 Pavarde78 8 6 5 8 10 10
Vardas79 Pavarde79 10 5 9 4 4 1
Vardas80 Pavarde80 2 6 2 10 6 9
Vardas81 Pavarde81 9 3 1 8 10 6
Vardas82 Pavarde82 9 10 4 5 2 2
Vardas83 Pavarde83 6 3 3 6 8 6
Vardas84 Pavarde84 9 4 10 9 6 5
Vardas85 Pavarde85 10 3 5 4 3 1
Vardas86 Pavarde86 8 6 3 10 7 8
Vardas87 Pavarde87 8 10 7 9 9 10
Vardas88 Pavarde88 7 6 4 7 9 2
Vardas89 Pavarde89 8 7 9 7 1 2
Vardas90 Pavarde90 10 1 7 7 9 7
Vardas91 Pavarde91 2 6 7 3 7 6
Vardas92 Pavarde92 10 7 6 5 9 8
Vardas93 Pavarde93 10 1 6 10 3 1
Vardas94 Pavarde94 1 3 5 3 6 7
Vardas95 Pavarde95 3 2 5 2 10 7
Vardas96 Pavarde96 1 2 2 10 7 3
Vardas97 Pavarde97 4 4 9 8 8 3
Vardas98 Pavarde98 7 3 9 2 7 1
Vardas99 Pavarde99 6 1 9 7 6 7
Vardas100 Pavarde100 3 10 1 10 1 5
Vardas101 Pavarde101 1 9 7 9 5 7
Vardas102 Pavarde102 7 1 4 3 6 9
Vardas103 Pavarde103 2 4 5 3 7 3
Vardas104 Pavarde104 9 2 6 5 6 10
Vardas105 Pavarde105 9 4 7 5 7 7
Vardas106 Pavarde106 3 5 3 5 7 10
Vardas107 Pavarde107 6 8 9 2 6 7
Vardas108 Pavarde108 8 4 5 10 6 3
Vardas109 Pavarde109 2 1 4 8 1 10
Vardas110 Pavarde110 10 7 4 8 1 1
Vardas111 Pavarde111 1 2 4 7 10 2
Vardas112 Pavarde112 6 8 7 6 7 9
Vardas113 Pavarde113 5 8 7 9 8 2
Vardas114 Pavarde114 5 9 9 5 3 7
Vardas115 Pavarde115 4 6 4 4 5 1
Vardas116 Pavarde116 7 8 7 8 2 4
Vardas117 Pavarde117 3 1 4 4 4 8
Vardas118 Pavarde118 6 6 4 5 4 4
Vardas119 Pavarde119 4 1 10 2 4 2
Vardas120 Pavarde120 3 6 9 8 4 5
Vardas121 Pavarde121 8 3 3 7 10 10
Vardas122 Pavarde122 2 7 6 3 6 7
Vardas123 Pavarde123 8 1 5 1 9 8
Vardas124 Pavarde124 3 9 3 10 10 5
Vardas125 Pavarde125 1 5 5 6 6 6
Vardas126 Pavarde126 5 6 7 10 7 2
Vardas127 Pavarde127 6 10 7 5 4 7
Vardas128 Pavarde128 9 1 5 3 4 4
Vardas129 Pavarde129 7 2 7 2 6 6
Vardas130 Pavarde130 3 8 3 9 6 6
Vardas131 Pavarde131 6 7 2 10 8 1
Vardas132 Pavarde132 1 9 5 4 6 10
Vardas133 Pavarde133 1 8 6 6 2 9
Vardas134 Pavarde134 10 8 2 1 9 4
Vardas135 Pavarde135 9 4 1 2 8 9
Vardas136 Pavarde136 9 7 4 2 10 7
Vardas137 Pavarde137 5 9 4 5 3 6
Vardas138 Pavarde138 10 4 7 8 1 8
Vardas139 Pavarde139 1 7 6 4 10 8
Vardas140 Pavarde140 4 5 9 9 1 5
Vardas141 Pavarde141 1 9 1 6 5 9
Vardas142 Pavarde142 6 10 9 9 1 3
Vardas143 Pavarde143 6 5 6 6 2 5
Vardas144 Pavarde144 7 2 3 3 2 2
Vardas145 Pavarde145 3 6 8 6 8 6
Vardas146 Pavarde146 9 7 9 10 5 4
Vardas147 Pavarde147 5 4 10 8 2 1
Vardas148 Pavarde148 10 2 6 3 9 5
Vardas149 Pavarde149 3 9 3 4 2 10
Vardas150 Pavarde150 2 8 8 10 3 10
Vardas151 Pavarde151 1 1 3 3 10 5
Vardas152 Pavarde152 5 7 1 2 1 8
Vardas153 Pavarde153 6 9 10 2 4 10
Vardas154 Pavarde154 6 10 7 4 4 9
Vardas155 Pavarde155 3 6 5 9 8 8
Vardas156 Pavarde156 7 6 1 10 8 2
Vardas157 Pavarde157 9 7 3 1 9 3
Vardas158 Pavarde158 5 1 8 6 8 3
Vardas159 Pavarde159 10 10 4 8 4 4
Vardas160 Pavarde160 3 8 7 4 1 5
Vardas161 Pavarde161 1 6 9 3 5 6
Vardas162 Pavarde162 7 6 2 9 4 7
Vardas163 Pavarde163 8 5 2 5 9 3
Vardas164 Pavarde164 2 8 8 2 10 9
Vardas165 Pavarde165 4 10 2 8 8 10
Vardas166 Pavarde166 5 5 6 8 1 3
Vardas167 Pavarde167 4 2 7 3 9 3
Vardas168 Pavarde168 2 2 6 8 10 10
Vardas169 Pavarde169 2 9 9 5 3 4
Vardas170 Pavarde170 7 9 7 10 10 6
Vardas171 Pavarde171 4 10 9 3 4 10
Vardas172 Pavarde172 1 10 5 10 1 8
Vardas173 Pavarde173 7 10 9 5 1 8
Vardas174 Pavarde174 3 7 1 3 7 10
Vardas175 Pavarde175 1 10 3 3 2 2
Vardas176 Pavarde176 6 5 2 2 9 9
Vardas177 Pavarde177 5 9 8 7 7 10
Vardas178 Pavarde178 5 3 8 2 9 3
Vardas179 Pavarde179 5 2 9 9 8 4
Vardas180 Pavarde180 6 2 4 9 2 4
Vardas181 Pavarde181 7 9 9 4 4 7
Vardas182 Pavarde182 6 6 2 1 1 2
Vardas183 Pavarde183 1 7 1 1 8 4
Vardas184 Pavarde184 2 10 2 10 8 10
Vardas185 Pavarde185 3 7 7 9 7 7
Vardas186 Pavarde186 6 6 8 4 10 8
Vardas187 Pavarde187 2 1 9 2 6 4
Vardas188 Pavarde188 2 5 2 7 9 1
Vardas189 Pavarde189 4 5 4 10 8 2
Vardas190 Pavarde190 3 8 2 10 1 8
Vardas191 Pavarde191 10 8 10 5 5 6
Vardas192 Pavarde192 5 7 7 3 10 7
Vardas193 Pavarde193 6 1 5 9 9 3
Vardas194 Pavarde194 9 6 8 7 6 2
Vardas195 Pavarde195 4 7 8 6 2 3
Vardas196 Pavarde196 7 2 1 1 2 8
Vardas197 Pavarde197 5 7 1 6 3 3
Vardas198 Pavarde198 4 1 6 7 4 8
Vardas199 Pavarde199 8 5 9 9 2 5
Vardas200 Pavarde200 10 4 3 8 2 8
Vardas201 Pavarde201 8 10 5 5 7 8
Vardas202 Pavarde202 7 5 9 7 4 2
Vardas203 Pavarde203 3 3 4 6 3 5
Vardas204 Pavarde204 6 7 3 1 8 8
Vardas205 Pavarde205 5 9 1 6 1 9
Vardas206 Pavarde206 6 7 6 3 9 4
Vardas207 Pavarde207 8 10 5 9 10 9
Vardas208 Pavarde208 9 2 1 8 6 9
Vardas209 Pavarde209 2 5 1 8 2 5
Vardas210 Pavarde210 6 7 2 8 1 8
Vardas211 Pavarde211 7 2 5 1 1 8
Vardas212 Pavarde212 6 1 4 1 8 3
Vardas213 Pavarde213 1 8 8 5 3 7
Vardas214 Pavarde214 7 7 3 3 4 7
Vardas215 Pavarde215 8 9 5 2 8 3
Vardas216 Pavarde216 2 10 10 7 2 8
Vardas217 Pavarde217 5 9 1 4 2 6
Vardas218 Pavarde218 6 1 8 9 7 5
Vardas219 Pavarde219 8 1 5 5 2 4
Vardas220 Pavarde220 5 5 8 8 3 3
Vardas221 Pavarde221 3 5 3 2 9 8
Vardas222 Pavarde222 3 5 6 10 10 4
Vardas223 Pavarde223 7 4 6 8 7 4
Vardas224 Pavarde224 10 10 2 1 5 7
Vardas225 Pavarde225 8 8 9 7 2 8
Vardas226 Pavarde226 1 7 6 9 2 8
Vardas227 Pavarde227 3 5 2 10 6 3
Vardas228 Pavarde228 9 8 2 1 9 9
Vardas229 Pavarde229 8 8 8 5 9 4
Vardas230 Pavarde230 1 2 10 7 4 2
Vardas231 Pavarde231 10 7 3 9 10 3
Vardas232 Pavarde232 9 9 3 8 5 3
Vardas233 Pavarde233 2 1 4 10 3 7
Vardas234 Pavarde234 6 8 9 1 9 4
Vardas235 Pavarde235 10 6 9 2 8 10
Vardas236 Pavarde236 8 7 1 1 10 10
Vardas237 Pavarde237 1 10 9 9 2 1
Vardas238 Pavarde238 6 10 4 6 4 9
Vardas239 Pavarde239 10 1 9 4 2 6
Vardas240 Pavarde240 3 10 8 9 9 4
Vardas241 Pavarde241 5 7 1 3 1 8
Vardas242 Pavarde242 2 1 1 5 10 3
Vardas243 Pavarde243 8 7 6 9 5 9
Vardas244 Pavarde244 1 5 3 10 2 7
Vardas245 Pavarde245 1 5 6 6 8 1
Vardas246 Pavarde246 2 2 1 6 4 6
Vardas247 Pavarde247 10 4 10 6 4 3
Vardas248 Pavarde248 8 6 2 7 6 5
Vardas249 Pavarde249 10 5 5 9 9 5
Vardas250 Pavarde250 1 5 5 4 3 6
Vardas251 Pavarde251 3 7 4 1 4 8
Vardas252 Pavarde252 2 3 3 1 9 2
Vardas253 Pavarde253 10 5 1 1 2 7
Vardas254 Pavarde254 6 5 10 2 6 4
Vardas255 Pavarde255 6 3 4 7 6 9
Vardas256 Pavarde256 1 7 1 5 4 7
Vardas257 Pavarde257 9 8 3 5 5 3
Vardas258 Pavarde258 2 9 6 4 10 4
Vardas259 Pavarde259 4 10 3 9 9 8
Vardas260 Pavarde260 6 2 2 1 5 1
Vardas261 Pavarde261 5 6 8 4 1 3
Vardas262 Pavarde262 1 5 2 4 2 5
Vardas263 Pavarde263 5 2 1 7 10 7
Vardas264 Pavarde264 8 3 4 10 3 6
Vardas265 Pavarde265 6 3 9 4 9 3
Vardas266 Pavarde266 6 9 3 2 1 10
Vardas267 Pavarde267 6 8 9 4 3 5
Vardas268 Pavarde268 3 10 8 9 4 8
Vardas269 Pavarde269 8 10 2 5 3 3
Vardas270 Pavarde270 8 5 3 3 9 9
Vardas271 Pavarde271 5 8 7 10 9 4
Vardas272 Pavarde272 3 4 1 2 2 3
Vardas273 Pavarde273 8 5 10 9 8 4
Vardas274 Pavarde274 8 8 9 1 6 10
Vardas275 Pavarde275 1 2 7 10 5 6
Vardas276 Pavarde276 7 4 10 1 9 6
Vardas277 Pavarde277 9 4 2 5 7 1
Vardas278 Pavarde278 7 7 8 10 7 8
Vardas279 Pavarde279 3 10 8 10 5 1
Vardas280 Pavarde280 10 4 2 7 9 8
Vardas281 Pavarde281 7 3 9 6 5 8
Vardas282 Pavarde282 3 8 7 5 10 4
Vardas283 Pavarde283 2 3 2 9 5 10
Vardas284 Pavarde284 2 2 5 10 7 5
Vardas285 Pavarde285 9 8 9 9 2 5
Vardas286 Pavarde286 4 3 5 5 9 5
Vardas287 Pavarde287 2 1 2 10 7 10
Vardas288 Pavarde288 2 9 1 4 8 3
Vardas289 Pavarde289 10 1 10 3 5 8
Vardas290 Pavarde290 3 8 6 5 8 8
Vardas291 Pavarde291 10 5 6 2 1 7
Vardas292 Pavarde292 9 8 5 7 7 4
Vardas293 Pavarde293 8 2 5 5 9 9
Vardas294 Pavarde294 5 5 1 7 10 1
Vardas295 Pavarde295 6 2 8 8 2 1
Vardas296 Pavarde296 9 8 4 5 1 3
Vardas297 Pavarde297 4 10 8 4 5 1
Vardas298 Pavarde298 8 3 4 6 5 4
Vardas299 Pavarde299 3 9 10 8 10 3
Vardas300 Pavarde300 7 3 5 6 6 10
Vardas301 Pavarde301 10 2 6 5 9 10
Vardas302 Pavarde302 10 3 2 3 1 9
Vardas303 Pavarde303 1 2 1 10 10 7
Vardas304 Pavarde304 7 10 8 5 5 4
Vardas305 Pavarde305 2 2 9 2 8 8
Vardas306 Pavarde306 8 9 5 9 5 3
Vardas307 Pavarde307 5 4 5 5 7 2
Vardas308 Pavarde308 3 1 8 1 7 9
Vardas309 Pavarde309 3 7 4 9 9 6
Vardas310 Pavarde310 3 5 8 3 3 8
Vardas311 Pavarde311 2 8 6 4 5 3
Vardas312 Pavarde312 5 3 8 8 6 6
Vardas313 Pavarde313 3 3 4 6 3 4
Vardas314 Pavarde314 6 1 5 10 10 1
Vardas315 Pavarde315 5 10 1 9 6 10
Vardas316 Pavarde316 6 3 1 7 3 9
Vardas317 Pavarde317 7 9 6 5 7 4
Vardas318 Pavarde318 2 5 2 8 6 6
Vardas319 Pavarde319 3 7 3 4 7 2
Vardas320 Pavarde320 3 2 9 5 9 6
Vardas321 Pavarde321 3 7 7 8 2 4
Vardas322 Pavarde322 5 6 10 5 10 4
Vardas323 Pavarde323 8 2 5 2 9 5
Vardas324 Pavarde324 10 7 5 5 6 10
Vardas325 Pavarde325 8 3 6 10 5 2
Vardas326 Pavarde326 1 3 1 1 3 10
Vardas327 Pavarde327 7 4 4 9 4 10
Vardas328 Pavarde328 7 9 8 9 6 6
Vardas329 Pavarde329 8 1 3 4 5 3
Vardas330 Pavarde330 2 9 1 8 1 10
Vardas331 Pavarde331 8 6 2 9 4 7
Vardas332 Pavarde332 4 8 9 5 6 6
Vardas333 Pavarde333 2 1 4 5 9 8
Vardas334 Pavarde334 2 9 7 1 2 4
Vardas335 Pavarde335 9 8 8 8 10 5
Vardas336 Pavarde336 10 9 3 5 2 8
Vardas337 Pavarde337 8 8 5 1 6 8
Vardas338 Pavarde338 7 3 6 8 2 5
Vardas339 Pavarde339 10 7 10 4 6 2
Vardas340 Pavarde340 3 7 5 9 10 7
Vardas341 Pavarde341 10 6 9 5 6 7
Vardas342 Pavarde342 4 8 10 7 7 1
Vardas343 Pavarde343 3 2 4 9 5 10
Vardas344 Pavarde344 8 2 6 4 9 3
Vardas345 Pavarde345 5 6 3 1 2 6
Vardas346 Pavarde346 3 10 9 8 2 10
Vardas347 Pavarde347 10 2 8 10 5 5
Vardas348 Pavarde348 6 4 10 10 1 5
Vardas349 Pavarde349 9 4 2 6 1 9
Vardas350 Pavarde350 1 7 8 6 1 1
Vardas351 Pavarde351 4 3 6 4 4 8
Vardas352 Pavarde352 3 6 10 5 10 3
Vardas353 Pavarde353 2 8 8 2 8 6
Vardas354 Pavarde354 3 6 5 9 3 9
Vardas355 Pavarde355 4 8 9 1 8 6
Vardas356 Pavarde356 2 5 2 8 7 2
Vardas357 Pavarde357 10 2 10 3 8 6
Vardas358 Pavarde358 6 4 5 10 4 3
Vardas359 Pavarde359 1 10 9 3 3 6
Vardas360 Pavarde360 6 6 1 7 1 6
Vardas361 Pavarde361 9 2 8 5 4 5
Vardas362 Pavarde362 2 5 2 6 2 7
Vardas363 Pavarde363 6 1 9 10 3 9
Vardas364 Pavarde364 5 4 5 6 10 8
Vardas365 Pavarde365 7 9 3 7 2 1
Vardas366 Pavarde366 2 3 1 5 4 6
Vardas367 Pavarde367 8 1 1 10 8 9
Vardas368 Pavarde368 2 5 9 3 8 2
Vardas369 Pavarde369 8 7 3 2 3 7
Vardas370 Pavarde370 2 4 3 1 9 5
Vardas371 Pavarde371 3 6 3 1 5 9
Vardas372 Pavarde372 6 1 8 3 2 3
Vardas373 Pavarde373 8 5 7 6 5 5
Vardas374 Pavarde374 10 4 2 1 10 6
Vardas375 Pavarde375 9 10 1 4 4 1
Vardas376 Pavarde376 3 8 3 7 8 3
Vardas377 Pavarde377 7 1 1 10 7 7
Vardas378 Pavarde378 5 5 5 1 5 8
Vardas379 Pavarde379 1 6 9 8 1 5
Vardas380 Pavarde380 4 2 7 8 3 6
Vardas381 Pavarde381 8 2 8 7 1 4
Vardas382 Pavarde382 1 2 8 4 10 5
Vardas383 Pavarde383 5 1 8 5 6 5
Vardas384 Pavarde384 1 9 6 4 4 8
Vardas385 Pavarde385 2 6 7 8 3 6
Vardas386 Pavarde386 7 10 8 6 2 5
Vardas387 Pavarde387 10 8 5 1 10 3
Vardas388 Pavarde388 1 7 7 5 3 1
Vardas389 Pavarde389 8 9 6 2 7 5
Vardas390 Pavarde390 10 5 9 1 6 5
Vardas391 Pavarde391 8 3 9 2 8 1
Vardas392 Pavarde392 7 10 9 3 6 9
Vardas393 Pavarde393 1 10 9 3 3 7
Vardas394 Pavarde394 1 7 3 7 1 4
Vardas395 Pavarde395 1 5 3 4 6 7
Vardas396 Pavarde396 7 9 3 10 4 8
Vardas397 Pavarde397 4 10 10 7 9 4
Vardas398 Pavarde398 2 5 4 8 1 7
Vardas399 Pavarde399 7 8 2 2 10 9
Vardas400 Pavarde400 3 2 2 6 2 3
Vardas401 Pavarde401 8 3 5 3 7 7
Vardas402 Pavarde402 7 2 7 1 9 4
Vardas403 Pavarde403 8 5 9 10 5 7
Vardas404 Pavarde404 1 3 5 7 7 8
Vardas405 Pavarde405 6 5 10 4 8 3
Vardas406 Pavarde406 7 9 9 7 10 6
Vardas407 Pavarde407 10 10 9 7 2 9
Vardas408 Pavarde408 1 6 10 8 5 5
Vardas409 Pavarde409 1 3 7 6 6 9
Vardas410 Pavarde410 9 1 7 7 7 2
Vardas411 Pavarde411 8 3 5 4 5 10
Vardas412 Pavarde412 6 2 5 3 10 5
Vardas413 Pavarde413 8 4 2 6 7 1
Vardas414 Pavarde414 9 8 1 5 4 5
Vardas415 Pavarde415 6 1 4 10 8 10
Vardas416 Pavarde416 10 4 3 7 10 9
Vardas417 Pavarde417 5 7 2 10 3 3
Vardas418 Pavarde418 1 8 3 2 8 2
Vardas419 Pavarde419 8 4 5 6 8 10
Vardas420 Pavarde420 2 3 9 10 9 4
Vardas421 Pavarde421 7 7 4 6 4 7
Vardas422 Pavarde422 3 2 4 3 1 1
Vardas423 Pavarde423 10 10 6 8 5 7
Vardas424 Pavarde424 2 4 4 2 3 5
Vardas425 Pavarde425 5 4 6 4 5 8
Vardas426 Pavarde426 10 5 9 8 3 6
Vardas427 Pavarde427 9 5 4 6 10 7
Vardas428 Pavarde428 8 5 3 5 7 9
Vardas429 Pavarde429 4 5 9 3 8 5
Vardas430 Pavarde430 1 5 4 10 1 10
Vardas431 Pavarde431 2 9 7 7 3 6
Vardas432 Pavarde432 2 2 7 10 9 1
Vardas433 Pavarde433 3 6 4 7 5 8
Vardas434 Pavarde434 2 1 8 8 10 1
Vardas435 Pavarde435 9 7 7 4 8 9
Vardas436 Pavarde436 2 10 4 5 5 2
Vardas437 Pavarde437 1 2 2 8 3 5
Vardas438 Pavarde438 2 5 7 9 1 3
Vardas439 Pavarde439 1 4 1 6 9 1
Vardas440 Pavarde440 2 5 10 6 8 6
Vardas441 Pavarde441 9 8 5 9 8 9
Vardas442 Pavarde442 7 9 2 3 7 3
Vardas443 Pavarde443 7 5 9 4 6 6
Vardas444 Pavarde444 5 1 7 5 4 4
Vardas445 Pavarde445 8 6 2 4 3 10
Vardas446 Pavarde446 2 5 4 6 9 5
Vardas447 Pavarde447 10 4 7 8 2 3
Vardas448 Pavarde448 1 8 8 8 10 4
Vardas449 Pavarde449 2 9 10 5 2 7
Vardas450 Pavarde450 10 4 5 2 1 2
Vardas451 Pavarde451 8 4 6 2 2 2
Vardas452 Pavarde452 10 1 6 5 4 2
Vardas453 Pavarde453 9 7 10 5 5 6
Vardas454 Pavarde454 6 1 7 8 2 4
Vardas455 Pavarde455 1 8 3 7 7 5
Vardas456 Pavarde456 1 9 4 5 10 9
Vardas457 Pavarde457 7 9 7 6 8 10
Vardas458 Pavarde458 8 8 6 8 6 6
Vardas459 Pavarde459 8 6 10 9 6 10
Vardas460 Pavarde460 6 1 2 3 2 4
Vardas461 Pavarde461 9 4 4 2 4 5
Vardas462 Pavarde462 9 4 7 1 8 6
Vardas463 Pavarde463 10 1 3 7 10 5
Vardas464 Pavarde464 9 3 2 8 9 2
Vardas465 Pavarde465 6 2 4 4 10 10
Vardas466 Pavarde466 8 5 8 4 7 5
Vardas467 Pavarde467 6 7 4 1 10 3
Vardas468 Pavarde468 9 7 8 5 10 6
Vardas469 Pavarde469 8 9 2 7 4 9
Vardas470 Pavarde470 2 2 5 3 7 3
Vardas471 Pavarde471 2 5 5 8 4 4
Vardas472 Pavarde472 8 7 4 8 1 3
Vardas473 Pavarde473 2 8 4 10 10 3
Vardas474 Pavarde474 4 1 3 8 7 1
Vardas475 Pavarde475 8 1 1 10 2 6
Vardas476 Pavarde476 1 4 1 2 9 5
Vardas477 Pavarde477 8 1 4 5 7 4
Vardas478 Pavarde478 2 10 8 9 6 6
Vardas479 Pavarde479 5 3 2 3 9 6
Vardas480 Pavarde480 1 4 9 4 10 3
Vardas481 Pavarde481 4 9 6 9 7 8
Vardas482 Pavarde482 2 1 9 9 2 10
Vardas483 Pavarde483 9 10 5 10 6 7
Vardas484 Pavarde484 3 10 6 5 5 9
Vardas485 Pavarde485 5 9 6 6 2 5
Vardas486 Pavarde486 6 4 1 1 2 9
Vardas487 Pavarde487 9 4 3 1 7 6
Vardas488 Pavarde488 7 7 1 3 4 10
Vardas489 Pavarde489 1 2 9 3 2 1
Vardas490 Pavarde490 8 9 4 7 4 9
Vardas491 Pavarde491 3 7 10 5 4 9
Vardas492 Pavarde492 9 8 9 6 1 2
Vardas493 Pavarde493 4 2 3 1 8 9
Vardas494 Pavarde494 8 2 6 6 5 10
Vardas495 Pavarde495 7 4 3 1 4 3
Vardas496 Pavarde496 5 2 10 5 9 1
Vardas497 Pavarde497 7 3 4 3 5 6
Vardas498 Pavarde498 2 6 1 7 9 10
Vardas499 Pavarde499 9 7 2 6 9 3
Vardas500 Pavarde500 4 7 2 10 8 10
Vardas501 Pavarde501 6 8 5 6 2 10
Vardas502 Pavarde502 3 9 4 2 5 5
Vardas503 Pavarde503 6 5 8 10 5 10
Vardas504 Pavarde504 10 1 5 3 3 7
Vardas505 Pavarde505 2 10 3 8 2 3
Vardas506 Pavarde506 9 7 6 4 8 7
Vardas507 Pavarde507 2 6 4 2 5 1
Vardas508 Pavarde508 7 7 3 7 1 4
Vardas509 Pavarde509 5 4 2 3 10 7
Vardas510 Pavarde510 6 3 6 8 5 3
Vardas511 Pavarde511 7 5 7 1 3 8
Vardas512 Pavarde512 10 2 8 1 8 9
Vardas513 Pavarde513 6 9 7 5 7 6
Vardas514 Pavarde514 5 5 9 10 3 9
Vardas515 Pavarde515 1 7 8 9 9 5
Vardas516 Pavarde516 2 5 2 2 6 10
Vardas517 Pavarde517 4 7 4 6 8 9
Vardas518 Pavarde518 7 5 6 4 7 1
Vardas519 Pavarde519 1 2 7 10 4 1
Vardas520 Pavarde520 4 8 2 9 10 6
Vardas521 Pavarde521 10 1 4 4 10 4
Vardas522 Pavarde522 8 5 4 7 1 1
Vardas523 Pavarde523 2 9 7 10 4 9
Vardas524 Pavarde524 3 8 1 7 8 8
Vardas525 Pavarde525 8 2 2 1 8 9
Vardas526 Pavarde526 8 6 7 9 6 8
Vardas527 Pavarde527 6 3 5 3 6 2
Vardas528 Pavarde528 8 5 1 7 9 5
Vardas529 Pavarde529 4 4 4 4 7 3
Vardas530 Pavarde530 6 4 3 7 7 9
Vardas531 Pavarde531 3 7 7 6 9 6
Vardas532 Pavarde532 4 4 3 9 5 1
Vardas533 Pavarde533 5 1 3 9 10 4
Vardas534 Pavarde534 7 1 3 7 8 5
Vardas535 Pavarde535 5 5 9 5 3 3
Vardas536 Pavarde536 5 10 7 6 10 10
Vardas537 Pavarde537 6 3 6 5 3 5
Vardas538 Pavarde538 2 6 9 4 9 6
Vardas539 Pavarde539 10 7 5 9 10 6
Vardas540 Pavarde540 6 6 10 3 2 4
Vardas541 Pavarde541 7 10 1 10 5 6
Vardas542 Pavarde542 5 9 1 4 4 7
Vardas543 Pavarde543 9 2 8 9 5 3
Vardas544 Pavarde544 6 1 7 3 5 7
Vardas545 Pavarde545 9 6 10 1 1 5
Vardas546 Pavarde546 10 3 1 2 9 4
Vardas547 Pavarde547 5 2 1 4 9 1
Vardas548 Pavarde548 6 7 3 8 1 8
Vardas549 Pavarde549 8 8 1 8 8 1
Vardas550 Pavarde550 8 4 6 4 2 9
Vardas551 Pavarde551 6 4 9 6 4 2
Vardas552 Pavarde552 7 7 4 5 4 4
Vardas553 Pavarde553 2 2 2 6 8 8
Vardas554 Pavarde554 5 2 6 3 4 3
Vardas555 Pavarde555 4 3 6 1 4 5
Vardas556 Pavarde556 9 1 1 3 8 6
Vardas557 Pavarde557 3 10 4 2 1 4
